ARG_hit_id	genome_id	genome_set	ARG_gene	ARG_class	best_hit_MGE_id	best_hit_MGE_category	best_hit
ARGH_001396	LABG_007234	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001397	LABG_007235	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001398	LABG_007236	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001399	LABG_007237	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001400	LABG_007238	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001401	LABG_007239	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001402	LABG_007241	Rep99	tet(M)	tetracycline	1395_Int-Tn916_KC414929.1	Tn916	yes
ARGH_001403	LABG_007269	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001404	LABG_007313	MQ	TEM-116	beta-lactam	242_ColRNAI_1__DQ298019	plasmid_related	yes
ARGH_001405	LABG_007332	MQ	tet(M)	tetracycline	1363_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_001406	LABG_007334	MQ	tet(M)	tetracycline			no
ARGH_001407	LABG_007360	Rep99	tet(W)	tetracycline			no
ARGH_001408	LABG_007478	MQ	dfrG	trimethoprim			no
ARGH_001409	LABG_007483	MQ	dfrG	trimethoprim			no
ARGH_001410	LABG_007485	Rep99	dfrG	trimethoprim			no
ARGH_001411	LABG_007494	Rep99	APH(3')-IIIa	aminoglycoside			no
ARGH_001412	LABG_007494	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001413	LABG_007507	MQ	ErmB	MLS	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_001414	LABG_007530	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001415	LABG_007536	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001416	LABG_007538	MQ	ErmB	MLS	2634_Tn916-orf16_KC414929	Tn916	yes
ARGH_001417	LABG_007538	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001418	LABG_007540	MQ	ErmB	MLS	2634_Tn916-orf16_KC414929	Tn916	yes
ARGH_001419	LABG_007540	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001420	LABG_007541	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001421	LABG_007547	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001422	LABG_007554	MQ	ErmB	MLS	2634_Tn916-orf16_KC414929	Tn916	yes
ARGH_001423	LABG_007554	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001424	LABG_007555	Rep99	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	MLS			no
ARGH_001425	LABG_007555	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001426	LABG_007575	MQ	ErmC	MLS	52_rep10_3_ORF(pNE131)_NC001390	plasmid_related	yes
ARGH_001427	LABG_007576	Rep99	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	MLS			no
ARGH_001428	LABG_007583	MQ	tet(M)	tetracycline	1395_Int-Tn916_KC414929.1	Tn916	yes
ARGH_001429	LABG_007585	MQ	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	MLS			no
ARGH_001430	LABG_007600	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001431	LABG_007623	Rep99	ErmG	MLS			no
ARGH_001432	LABG_007630	Rep99	tet(B)	tetracycline			no
ARGH_001433	LABG_007630	Rep99	tetR	tetracycline			no
ARGH_001434	LABG_007632	Rep99	ANT(6)-Ib	aminoglycoside			no
ARGH_001435	LABG_007653	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001436	LABG_007716	Rep99	tet(M)	tetracycline	1363_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_001437	LABG_007717	Rep99	tet(W)	tetracycline			no
ARGH_001438	LABG_007722	Rep99	ErmA	MLS			no
ARGH_001439	LABG_007722	Rep99	tet(W)	tetracycline			no
ARGH_001440	LABG_007725	Rep99	ErmB	MLS			no
ARGH_001441	LABG_007725	Rep99	lnuC	MLS			no
ARGH_001442	LABG_007725	Rep99	lnuC	MLS			no
ARGH_001443	LABG_007725	Rep99	lnuC	MLS			no
ARGH_001444	LABG_007725	Rep99	lnuC	MLS			no
ARGH_001445	LABG_007725	Rep99	lnuC	MLS			no
ARGH_001446	LABG_007725	Rep99	lnuC	MLS			no
ARGH_001447	LABG_007725	Rep99	lnuC	MLS			no
ARGH_001448	LABG_007725	Rep99	tet(M)	tetracycline	1341_Tn916-orf9_KC414929	Tn916	yes
ARGH_001449	LABG_007726	Rep99	ErmC	MLS			no
ARGH_001450	LABG_007726	Rep99	tet(L)	tetracycline			no
ARGH_001451	LABG_007726	Rep99	tet(M)	tetracycline			no
ARGH_001452	LABG_007837	Rep99	fexB	phenicol			no
ARGH_001453	LABG_007837	Rep99	lnuA	MLS			no
ARGH_001454	LABG_007837	Rep99	poxtA	multidrug			no
ARGH_001455	LABG_007837	Rep99	tet(L)	tetracycline			no
ARGH_001456	LABG_007837	Rep99	tet(M)	tetracycline			no
ARGH_001457	LABG_007875	Rep99	tet(M)	tetracycline	1341_Tn916-orf9_KC414929	Tn916	yes
ARGH_001458	LABG_007876	MQ	tet(M)	tetracycline	1341_Tn916-orf9_KC414929	Tn916	yes
ARGH_001459	LABG_007900	Rep99	ErmB	MLS			no
ARGH_001460	LABG_007900	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001461	LABG_007902	MQ	ErmB	MLS			no
ARGH_001462	LABG_007903	MQ	ErmB	MLS			no
ARGH_001463	LABG_007904	MQ	ErmB	MLS			no
ARGH_001464	LABG_007905	MQ	ErmB	MLS			no
ARGH_001465	LABG_007906	MQ	ErmB	MLS			no
ARGH_001466	LABG_007907	MQ	ErmB	MLS			no
ARGH_001467	LABG_007908	MQ	ErmB	MLS			no
ARGH_001468	LABG_007909	MQ	ErmA	MLS			no
ARGH_001469	LABG_007909	MQ	ErmB	MLS			no
ARGH_001470	LABG_007909	MQ	lnuA	MLS			no
ARGH_001471	LABG_007909	MQ	tet(M)	tetracycline	2529_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_001472	LABG_007910	MQ	ErmB	MLS			no
ARGH_001473	LABG_007917	Rep99	catA8	phenicol			no
ARGH_001474	LABG_007917	Rep99	lnuA	MLS			no
ARGH_001475	LABG_007917	Rep99	tet(L)	tetracycline			no
ARGH_001476	LABG_007917	Rep99	tet(M)	tetracycline			no
ARGH_001477	LABG_007921	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001478	LABG_007922	Rep99	ErmC	MLS			no
ARGH_001479	LABG_007922	Rep99	fexB	phenicol			no
ARGH_001480	LABG_007922	Rep99	tet(M)	tetracycline			no
ARGH_001481	LABG_007926	MQ	ErmC	MLS			no
ARGH_001482	LABG_007926	MQ	tet(L)	tetracycline			no
ARGH_001483	LABG_007926	MQ	tet(M)	tetracycline			no
ARGH_001484	LABG_007933	MQ	ErmA	MLS			no
ARGH_001485	LABG_007934	MQ	ErmA	MLS			no
ARGH_001486	LABG_007935	MQ	ErmB	MLS	2289_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_001487	LABG_007935	MQ	fexB	phenicol			no
ARGH_001488	LABG_007935	MQ	lnuA	MLS			no
ARGH_001489	LABG_007935	MQ	poxtA	multidrug			no
ARGH_001490	LABG_007937	MQ	mef(F)	MLS	921_tnpAB_EU402605.1	IS_or_transposase	yes
ARGH_001491	LABG_007937	MQ	msr(G)	MLS	921_tnpAB_EU402605.1	IS_or_transposase	yes
ARGH_001492	LABG_007937	MQ	tet(M)	tetracycline	2529_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_001493	LABG_007938	MQ	lnuA	MLS			no
ARGH_001494	LABG_007938	MQ	mef(F)	MLS	921_tnpAB_EU402605.1	IS_or_transposase	yes
ARGH_001495	LABG_007938	MQ	msr(G)	MLS	921_tnpAB_EU402605.1	IS_or_transposase	yes
ARGH_001496	LABG_007938	MQ	tet(M)	tetracycline	2529_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_001497	LABG_007946	Rep99	tet(O)	tetracycline			no
ARGH_001498	LABG_007957	MQ	catA8	phenicol			no
ARGH_001499	LABG_007957	MQ	lnuA	MLS			no
ARGH_001500	LABG_007957	MQ	lnuA	MLS			no
ARGH_001501	LABG_007957	MQ	tet(L)	tetracycline			no
ARGH_001502	LABG_007957	MQ	tet(M)	tetracycline			no
ARGH_001503	LABG_008104	MQ	tet(M)	tetracycline	2529_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_001504	LABG_008104	MQ	tet(S)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_001505	LABG_008104	MQ	vatE	MLS			no
ARGH_001506	LABG_008145	MQ	tet(W)	tetracycline			no
ARGH_001507	LABG_008295	MQ	tet(W)	tetracycline			no
ARGH_001508	LABG_008317	Rep99	tet(W)	tetracycline			no
ARGH_001509	LABG_008318	Rep99	tet(W)	tetracycline			no
ARGH_001510	LABG_008335	MQ	APH(3')-Ia	aminoglycoside	242_ColRNAI_1__DQ298019	plasmid_related	yes
ARGH_001511	LABG_008379	Rep99	tet(W)	tetracycline			no
ARGH_001512	LABG_008380	Rep99	tet(W)	tetracycline			no
ARGH_001513	LABG_008383	Rep99	tet(M)	tetracycline	1395_Int-Tn916_KC414929.1	Tn916	yes
ARGH_001514	LABG_008384	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001515	LABG_008387	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001516	LABG_008392	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001517	LABG_008402	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001518	LABG_008403	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001519	LABG_008404	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001520	LABG_008406	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001521	LABG_008410	Rep99	tet(M)	tetracycline			no
ARGH_001522	LABG_008413	Rep99	tet(M)	tetracycline	1395_Int-Tn916_KC414929.1	Tn916	yes
ARGH_001523	LABG_008415	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001524	LABG_008416	MQ	tet(M)	tetracycline	1395_Int-Tn916_KC414929.1	Tn916	yes
ARGH_001525	LABG_008417	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001526	LABG_008418	MQ	tet(M)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_001527	LABG_008422	MQ	tet(M)	tetracycline	1395_Int-Tn916_KC414929.1	Tn916	yes
ARGH_001528	LABG_008426	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001529	LABG_008431	Rep99	tet(M)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_001530	LABG_008437	Rep99	tet(M)	tetracycline	1395_Int-Tn916_KC414929.1	Tn916	yes
ARGH_001531	LABG_008452	Rep99	tet(M)	tetracycline	1395_Int-Tn916_KC414929.1	Tn916	yes
ARGH_001532	LABG_008468	Rep99	ANT(9)-Ia	aminoglycoside	292_tnpA_FKRS01000031.1	IS_or_transposase	yes
ARGH_001533	LABG_008468	Rep99	lnuC	MLS			no
ARGH_001534	LABG_008468	Rep99	lnuC	MLS			no
ARGH_001535	LABG_008472	Rep99	fexB	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001536	LABG_008472	Rep99	tet(W)	tetracycline			no
ARGH_001537	LABG_008480	Rep99	tet(W)	tetracycline			no
ARGH_001538	LABG_008488	Rep99	lnuA	MLS			no
ARGH_001539	LABG_008488	Rep99	tet(W)	tetracycline			no
ARGH_001540	LABG_008503	Rep99	lnuC	MLS			no
ARGH_001541	LABG_008506	MQ	APH(3')-Ia	aminoglycoside	242_ColRNAI_1__DQ298019	plasmid_related	yes
ARGH_001542	LABG_008526	MQ	lnuA	MLS			no
ARGH_001543	LABG_008529	MQ	TEM-116	beta-lactam			no
ARGH_001544	LABG_008630	Rep99	lnuA	MLS			no
ARGH_001545	LABG_008630	Rep99	tet(L)	tetracycline			no
ARGH_001546	LABG_008631	Rep99	lnuA	MLS			no
ARGH_001547	LABG_008631	Rep99	tet(W)	tetracycline			no
ARGH_001548	LABG_008632	MQ	tet(W)	tetracycline			no
ARGH_001549	LABG_008633	MQ	tet(W)	tetracycline			no
ARGH_001550	LABG_009012	Rep99	ErmB	MLS	6_rep1_6_repE(pTEF1)_AE016833	plasmid_related	yes
ARGH_001551	LABG_009014	MQ	ErmT	MLS			no
ARGH_001552	LABG_009014	MQ	lnuA	MLS			no
ARGH_001553	LABG_009017	Rep99	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001554	LABG_009017	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001555	LABG_009017	Rep99	tet(W)	tetracycline			no
ARGH_001556	LABG_009018	Rep99	tet(W)	tetracycline			no
ARGH_001557	LABG_009021	MQ	tet(M)	tetracycline			no
ARGH_001558	LABG_009022	MQ	tet(M)	tetracycline			no
ARGH_001559	LABG_009023	Rep99	ErmB	MLS	1535_Tn916-orf20_KC414929	Tn916	yes
ARGH_001560	LABG_009023	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001561	LABG_009029	Rep99	ErmB	MLS			no
ARGH_001562	LABG_009034	Rep99	ErmB	MLS			no
ARGH_001563	LABG_009034	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001564	LABG_009039	MQ	lnuC	MLS			no
ARGH_001565	LABG_009040	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001566	LABG_009042	MQ	lnuC	MLS			no
ARGH_001567	LABG_009043	MQ	lnuC	MLS			no
ARGH_001568	LABG_009062	MQ	tet(M)	tetracycline			no
ARGH_001569	LABG_009063	MQ	tet(M)	tetracycline			no
ARGH_001570	LABG_009064	Rep99	tet(W)	tetracycline			no
ARGH_001571	LABG_009077	MQ	tet(W)	tetracycline			no
ARGH_001572	LABG_009078	Rep99	ErmB	MLS			no
ARGH_001573	LABG_009078	Rep99	tet(W)	tetracycline			no
ARGH_001574	LABG_009080	MQ	ErmB	MLS			no
ARGH_001575	LABG_009093	Rep99	ErmB	MLS	6_rep1_6_repE(pTEF1)_AE016833	plasmid_related	yes
ARGH_001576	LABG_009095	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001577	LABG_009099	Rep99	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001578	LABG_009099	Rep99	tet(W)	tetracycline			no
ARGH_001579	LABG_009102	Rep99	dfrF	trimethoprim			no
ARGH_001580	LABG_009102	Rep99	ErmB	MLS	1535_Tn916-orf20_KC414929	Tn916	yes
ARGH_001581	LABG_009102	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001582	LABG_009117	Rep99	lnuC	MLS			no
ARGH_001583	LABG_009117	Rep99	tet(W)	tetracycline			no
ARGH_001584	LABG_009118	MQ	lnuC	MLS			no
ARGH_001585	LABG_009118	MQ	tet(W)	tetracycline			no
ARGH_001586	LABG_009124	Rep99	ErmB	MLS			no
ARGH_001587	LABG_009124	Rep99	tet(W)	tetracycline			no
ARGH_001588	LABG_009125	Rep99	ErmA	MLS			no
ARGH_001589	LABG_009125	Rep99	tet(W)	tetracycline			no
ARGH_001590	LABG_009130	Rep99	ErmB	MLS			no
ARGH_001591	LABG_009130	Rep99	tet(W)	tetracycline			no
ARGH_001592	LABG_009130	Rep99	vatE	MLS			no
ARGH_001593	LABG_009139	Rep99	ErmB	MLS	1535_Tn916-orf20_KC414929	Tn916	yes
ARGH_001594	LABG_009139	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001595	LABG_009148	Rep99	lnuC	MLS			no
ARGH_001596	LABG_009150	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001597	LABG_009190	Rep99	ErmB	MLS			no
ARGH_001598	LABG_009190	Rep99	tet(W)	tetracycline			no
ARGH_001599	LABG_009191	MQ	tet(W)	tetracycline			no
ARGH_001600	LABG_009193	Rep99	ErmB	MLS			no
ARGH_001601	LABG_009193	Rep99	tet(W)	tetracycline			no
ARGH_001602	LABG_009194	Rep99	tet(W)	tetracycline			no
ARGH_001603	LABG_009196	MQ	ErmB	MLS			no
ARGH_001604	LABG_009196	MQ	tet(W)	tetracycline			no
ARGH_001605	LABG_009197	MQ	tet(W)	tetracycline			no
ARGH_001606	LABG_009259	MQ	tet(O)	tetracycline			no
ARGH_001607	LABG_009261	Rep99	ErmB	MLS	1363_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_001608	LABG_009261	Rep99	fexB	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001609	LABG_009261	Rep99	poxtA	multidrug	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001610	LABG_009261	Rep99	tet(M)	tetracycline	1363_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_001611	LABG_009284	Rep99	tet(W)	tetracycline			no
ARGH_001612	LABG_009484	MQ	tet(S)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_001613	LABG_009485	MQ	tet(S)	tetracycline			no
ARGH_001614	LABG_009494	MQ	tet(M)	tetracycline			no
ARGH_001615	LABG_009495	MQ	tet(M)	tetracycline			no
ARGH_001616	LABG_009496	MQ	tet(M)	tetracycline	2529_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_001617	LABG_009497	MQ	tet(S)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_001618	LABG_009502	Rep99	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside	2473_tnpA_KM083808.1	IS_or_transposase	yes
ARGH_001619	LABG_009502	Rep99	ErmT	MLS			no
ARGH_001620	LABG_009503	Rep99	ErmT	MLS			no
ARGH_001621	LABG_009507	Rep99	tet(W)	tetracycline			no
ARGH_001622	LABG_009511	MQ	tet(W)	tetracycline			no
ARGH_001623	LABG_009514	MQ	tet(W)	tetracycline			no
ARGH_001624	LABG_009523	Rep99	tet(L)	tetracycline			no
ARGH_001625	LABG_009523	Rep99	tet(M)	tetracycline			no
ARGH_001626	LABG_009528	MQ	tet(M)	tetracycline			no
ARGH_001627	LABG_009558	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001628	LABG_009559	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001629	LABG_009560	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001630	LABG_009561	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001631	LABG_009562	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001632	LABG_009563	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001633	LABG_009565	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001634	LABG_009566	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001635	LABG_009567	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001636	LABG_009569	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001637	LABG_009570	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001638	LABG_009571	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001639	LABG_009572	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001640	LABG_009573	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001641	LABG_009574	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001642	LABG_009575	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001643	LABG_009576	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001644	LABG_009577	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001645	LABG_009578	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001646	LABG_009579	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001647	LABG_009580	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001648	LABG_009581	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001649	LABG_009582	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001650	LABG_009583	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001651	LABG_009584	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001652	LABG_009585	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_001653	LABG_009605	Rep99	ErmT	MLS			no
ARGH_001654	LABG_009634	Rep99	tet(L)	tetracycline			no
ARGH_001655	LABG_009635	Rep99	ErmT	MLS			no
ARGH_001656	LABG_009635	Rep99	tet(M)	tetracycline			no
ARGH_001657	LABG_009657	MQ	mef(F)	MLS			no
ARGH_001658	LABG_009657	MQ	msr(G)	MLS			no
ARGH_001659	LABG_009658	Rep99	mef(F)	MLS			no
ARGH_001660	LABG_009658	Rep99	msr(G)	MLS			no
ARGH_001661	LABG_009659	MQ	mef(F)	MLS			no
ARGH_001662	LABG_009659	MQ	msr(G)	MLS			no
ARGH_001663	LABG_009660	Rep99	tet(W)	tetracycline			no
ARGH_001664	LABG_009661	MQ	fexA	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001665	LABG_009661	MQ	fexB	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001666	LABG_009661	MQ	poxtA	multidrug	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001667	LABG_009662	Rep99	fexA	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001668	LABG_009662	Rep99	fexB	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001669	LABG_009662	Rep99	poxtA	multidrug	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001670	LABG_009662	Rep99	tet(W)	tetracycline			no
ARGH_001671	LABG_009715	MQ	tet(M)	tetracycline	1341_Tn916-orf9_KC414929	Tn916	yes
ARGH_001672	LABG_009749	Rep99	tet(W)	tetracycline			no
ARGH_001673	LABG_009772	Rep99	tet(M)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_001674	LABG_009772	Rep99	tet(W)	tetracycline			no
ARGH_001675	LABG_009779	MQ	aad(6)	aminoglycoside	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001676	LABG_009779	MQ	APH(3')-IIIa	aminoglycoside	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001677	LABG_009779	MQ	ErmT	MLS	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001678	LABG_009779	MQ	fexA	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001679	LABG_009779	MQ	SAT-4	aminoglycoside	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001680	LABG_009779	MQ	tet(L)	tetracycline	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001681	LABG_009779	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001682	LABG_009779	MQ	vatE	MLS	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001683	LABG_009780	MQ	ErmB	MLS	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001684	LABG_009780	MQ	vatE	MLS	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001685	LABG_009782	Rep99	ErmB	MLS	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001686	LABG_009782	Rep99	vatE	MLS	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001687	LABG_009786	MQ	ErmB	MLS			no
ARGH_001688	LABG_009786	MQ	vatE	MLS			no
ARGH_001689	LABG_009787	MQ	ErmB	MLS	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001690	LABG_009787	MQ	vatE	MLS	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_001691	LABG_009804	MQ	tet(M)	tetracycline			no
ARGH_001692	LABG_009814	Rep99	ANT(9)-Ia	aminoglycoside	292_tnpA_FKRS01000031.1	IS_or_transposase	yes
ARGH_001693	LABG_009814	Rep99	ErmA	MLS	292_tnpA_FKRS01000031.1	IS_or_transposase	yes
ARGH_001694	LABG_009815	Rep99	ErmB	MLS	832_tnpA_GU591497.1	IS_or_transposase	yes
ARGH_001695	LABG_009815	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001696	LABG_009817	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001697	LABG_009838	Rep99	ErmB	MLS	832_tnpA_GU591497.1	IS_or_transposase	yes
ARGH_001698	LABG_009838	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001699	LABG_009869	MQ	ErmB	MLS	832_tnpA_GU591497.1	IS_or_transposase	yes
ARGH_001700	LABG_009869	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001701	LABG_009878	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_001702	LABG_009883	MQ	qacB	disinfecting agents and antiseptics			no
ARGH_001703	LABG_009883	MQ	Staphylococcus aureus mupA conferring resistance to mupirocin	mupirocin			no
ARGH_001704	LABG_009888	MQ	ErmC	MLS	52_rep10_3_ORF(pNE131)_NC001390	plasmid_related	yes
ARGH_001705	LABG_009898	MQ	ErmB	MLS			no
ARGH_001706	LABG_009898	MQ	lnuC	MLS			no
ARGH_001707	LABG_009898	MQ	tet(W)	tetracycline			no
ARGH_001708	LABG_009901	MQ	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside			no
ARGH_001709	LABG_009901	MQ	ANT(6)-Ia	aminoglycoside			no
ARGH_001710	LABG_009901	MQ	lnuA	MLS			no
ARGH_001711	LABG_010081	Rep99	tet(W)	tetracycline			no
ARGH_001712	LABG_010108	Rep99	lnuA	MLS			no
ARGH_001713	LABG_010108	Rep99	tet(M)	tetracycline			no
ARGH_001714	LABG_010112	MQ	tet(M)	tetracycline	2529_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_001715	LABG_010113	Rep99	ErmB	MLS			no
ARGH_001716	LABG_010113	Rep99	lnuA	MLS			no
ARGH_001717	LABG_010113	Rep99	tet(L)	tetracycline			no
